"Price","Strike","Maturity","sigma"
0.22546,0.8,0.4,0.38
0.22834,0.8,0.4,0.4
0.23133,0.8,0.4,0.42
0.23444,0.8,0.4,0.44
0.23764,0.8,0.4,0.46
0.24092,0.8,0.4,0.48
0.24429,0.8,0.4,0.5
0.24772,0.8,0.4,0.52
0.25121,0.8,0.4,0.54
0.25476,0.8,0.4,0.56
0.25836,0.8,0.4,0.58
0.26201,0.8,0.4,0.6
0.2657,0.8,0.4,0.62
0.26942,0.8,0.4,0.64
0.27318,0.8,0.4,0.66
0.27697,0.8,0.4,0.68
0.28078,0.8,0.4,0.7
0.28462,0.8,0.4,0.72
0.28849,0.8,0.4,0.74
0.29237,0.8,0.4,0.76
0.29627,0.8,0.4,0.78
0.30018,0.8,0.4,0.8
0.30411,0.8,0.4,0.82
0.30805,0.8,0.4,0.84
0.31201,0.8,0.4,0.86
0.31597,0.8,0.4,0.88
0.31994,0.8,0.4,0.9
0.32392,0.8,0.4,0.92
0.3279,0.8,0.4,0.94
0.33189,0.8,0.4,0.96
0.33589,0.8,0.4,0.98
0.33989,0.8,0.4,1
0.20796,0.8,0.5,0.02
0.20796,0.8,0.5,0.04
0.20796,0.8,0.5,0.06
0.20796,0.8,0.5,0.08
0.20797,0.8,0.5,0.1
0.20803,0.8,0.5,0.12
0.20823,0.8,0.5,0.14
0.20868,0.8,0.5,0.16
0.20945,0.8,0.5,0.18
0.21056,0.8,0.5,0.2
0.21202,0.8,0.5,0.22
0.21381,0.8,0.5,0.24
0.21591,0.8,0.5,0.26
0.21828,0.8,0.5,0.28
0.22089,0.8,0.5,0.3
0.22373,0.8,0.5,0.32
0.22675,0.8,0.5,0.34
0.22995,0.8,0.5,0.36
0.23329,0.8,0.5,0.38
0.23677,0.8,0.5,0.4
0.24037,0.8,0.5,0.42
0.24407,0.8,0.5,0.44
0.24786,0.8,0.5,0.46
0.25173,0.8,0.5,0.48
0.25567,0.8,0.5,0.5
0.25968,0.8,0.5,0.52
0.26375,0.8,0.5,0.54
0.26786,0.8,0.5,0.56
0.27202,0.8,0.5,0.58
0.27623,0.8,0.5,0.6
0.28047,0.8,0.5,0.62
0.28474,0.8,0.5,0.64
0.28904,0.8,0.5,0.66
0.29336,0.8,0.5,0.68
0.29771,0.8,0.5,0.7
0.30208,0.8,0.5,0.72
0.30646,0.8,0.5,0.74
0.31086,0.8,0.5,0.76
0.31528,0.8,0.5,0.78
0.31971,0.8,0.5,0.8
0.32414,0.8,0.5,0.82
0.32859,0.8,0.5,0.84
0.33304,0.8,0.5,0.86
0.33749,0.8,0.5,0.88
0.34196,0.8,0.5,0.9
0.34642,0.8,0.5,0.92
0.35089,0.8,0.5,0.94
0.35536,0.8,0.5,0.96
0.35983,0.8,0.5,0.98
0.36429,0.8,0.5,1
0.20954,0.8,0.6,0.02
0.20954,0.8,0.6,0.04
0.20954,0.8,0.6,0.06
0.20954,0.8,0.6,0.08
0.20957,0.8,0.6,0.1
0.20969,0.8,0.6,0.12
0.21006,0.8,0.6,0.14
0.21077,0.8,0.6,0.16
0.21188,0.8,0.6,0.18
0.21341,0.8,0.6,0.2
0.21533,0.8,0.6,0.22
0.21762,0.8,0.6,0.24
0.22024,0.8,0.6,0.26
0.22314,0.8,0.6,0.28
0.2263,0.8,0.6,0.3
0.22967,0.8,0.6,0.32
0.23324,0.8,0.6,0.34
0.23698,0.8,0.6,0.36
0.24086,0.8,0.6,0.38
0.24487,0.8,0.6,0.4
0.249,0.8,0.6,0.42
0.25322,0.8,0.6,0.44
0.25753,0.8,0.6,0.46
0.26192,0.8,0.6,0.48
0.26637,0.8,0.6,0.5
0.27089,0.8,0.6,0.52
0.27545,0.8,0.6,0.54
0.28007,0.8,0.6,0.56
0.28472,0.8,0.6,0.58
0.28941,0.8,0.6,0.6
0.29413,0.8,0.6,0.62
0.29888,0.8,0.6,0.64
0.30365,0.8,0.6,0.66
0.30845,0.8,0.6,0.68
0.31326,0.8,0.6,0.7
0.31809,0.8,0.6,0.72
0.32293,0.8,0.6,0.74
0.32778,0.8,0.6,0.76
0.33265,0.8,0.6,0.78
0.33752,0.8,0.6,0.8
0.34239,0.8,0.6,0.82
0.34727,0.8,0.6,0.84
0.35216,0.8,0.6,0.86
0.35704,0.8,0.6,0.88
0.36193,0.8,0.6,0.9
0.36681,0.8,0.6,0.92
0.37169,0.8,0.6,0.94
0.37657,0.8,0.6,0.96
0.38145,0.8,0.6,0.98
0.38632,0.8,0.6,1
0.21112,0.8,0.7,0.02
0.21112,0.8,0.7,0.04
0.21112,0.8,0.7,0.06
0.21112,0.8,0.7,0.08
0.21117,0.8,0.7,0.1
0.21139,0.8,0.7,0.12
0.21195,0.8,0.7,0.14
0.21294,0.8,0.7,0.16
0.21441,0.8,0.7,0.18
0.21636,0.8,0.7,0.2
0.21873,0.8,0.7,0.22
0.22149,0.8,0.7,0.24
0.22459,0.8,0.7,0.26
0.22798,0.8,0.7,0.28
0.23163,0.8,0.7,0.3
0.2355,0.8,0.7,0.32
0.23956,0.8,0.7,0.34
0.24379,0.8,0.7,0.36
0.24815,0.8,0.7,0.38
0.25265,0.8,0.7,0.4
0.25725,0.8,0.7,0.42
0.26194,0.8,0.7,0.44
0.26672,0.8,0.7,0.46
0.27157,0.8,0.7,0.48
0.27648,0.8,0.7,0.5
0.28144,0.8,0.7,0.52
0.28646,0.8,0.7,0.54
0.29151,0.8,0.7,0.56
0.29661,0.8,0.7,0.58
0.30173,0.8,0.7,0.6
0.30688,0.8,0.7,0.62
0.31206,0.8,0.7,0.64
0.31725,0.8,0.7,0.66
0.32246,0.8,0.7,0.68
0.32769,0.8,0.7,0.7
0.33293,0.8,0.7,0.72
0.33818,0.8,0.7,0.74
0.34343,0.8,0.7,0.76
0.34869,0.8,0.7,0.78
0.35396,0.8,0.7,0.8
0.35922,0.8,0.7,0.82
0.36449,0.8,0.7,0.84
0.36976,0.8,0.7,0.86
0.37502,0.8,0.7,0.88
0.38028,0.8,0.7,0.9
0.38553,0.8,0.7,0.92
0.39078,0.8,0.7,0.94
0.39602,0.8,0.7,0.96
0.40125,0.8,0.7,0.98
0.40647,0.8,0.7,1
0.2127,0.8,0.8,0.02
0.2127,0.8,0.8,0.04
0.2127,0.8,0.8,0.06
0.21271,0.8,0.8,0.08
0.21279,0.8,0.8,0.1
0.21313,0.8,0.8,0.12
0.21389,0.8,0.8,0.14
0.21518,0.8,0.8,0.16
0.21702,0.8,0.8,0.18
0.21936,0.8,0.8,0.2
0.22216,0.8,0.8,0.22
0.22536,0.8,0.8,0.24
0.22891,0.8,0.8,0.26
0.23276,0.8,0.8,0.28
0.23686,0.8,0.8,0.3
0.24119,0.8,0.8,0.32
0.2457,0.8,0.8,0.34
0.25037,0.8,0.8,0.36
0.25518,0.8,0.8,0.38
0.26011,0.8,0.8,0.4
0.26514,0.8,0.8,0.42
0.27026,0.8,0.8,0.44
0.27546,0.8,0.8,0.46
0.28073,0.8,0.8,0.48
0.28606,0.8,0.8,0.5
0.29144,0.8,0.8,0.52
0.29686,0.8,0.8,0.54
0.30231,0.8,0.8,0.56
0.30781,0.8,0.8,0.58
0.31332,0.8,0.8,0.6
0.31887,0.8,0.8,0.62
0.32443,0.8,0.8,0.64
0.33001,0.8,0.8,0.66
0.3356,0.8,0.8,0.68
0.3412,0.8,0.8,0.7
0.34681,0.8,0.8,0.72
0.35242,0.8,0.8,0.74
0.35804,0.8,0.8,0.76
0.36366,0.8,0.8,0.78
0.36927,0.8,0.8,0.8
0.37489,0.8,0.8,0.82
0.3805,0.8,0.8,0.84
0.38611,0.8,0.8,0.86
0.39171,0.8,0.8,0.88
0.3973,0.8,0.8,0.9
0.40288,0.8,0.8,0.92
0.40845,0.8,0.8,0.94
0.41402,0.8,0.8,0.96
0.41956,0.8,0.8,0.98
0.4251,0.8,0.8,1
0.21427,0.8,0.9,0.02
0.21427,0.8,0.9,0.04
0.21427,0.8,0.9,0.06
0.21428,0.8,0.9,0.08
0.21442,0.8,0.9,0.1
0.21489,0.8,0.9,0.12
0.21588,0.8,0.9,0.14
0.21748,0.8,0.9,0.16
0.21966,0.8,0.9,0.18
0.22239,0.8,0.9,0.2
0.2256,0.8,0.9,0.22
0.22921,0.8,0.9,0.24
0.23319,0.8,0.9,0.26
0.23746,0.8,0.9,0.28
0.24198,0.8,0.9,0.3
0.24672,0.8,0.9,0.32
0.25165,0.8,0.9,0.34
0.25673,0.8,0.9,0.36
0.26195,0.8,0.9,0.38
0.26728,0.8,0.9,0.4
0.27271,0.8,0.9,0.42
0.27823,0.8,0.9,0.44
0.28382,0.8,0.9,0.46
0.28948,0.8,0.9,0.48
0.29518,0.8,0.9,0.5
0.30094,0.8,0.9,0.52
0.30673,0.8,0.9,0.54
0.31256,0.8,0.9,0.56
0.31842,0.8,0.9,0.58
0.3243,0.8,0.9,0.6
0.3302,0.8,0.9,0.62
0.33611,0.8,0.9,0.64
0.34204,0.8,0.9,0.66
0.34797,0.8,0.9,0.68
0.35392,0.8,0.9,0.7
0.35986,0.8,0.9,0.72
0.36581,0.8,0.9,0.74
0.37176,0.8,0.9,0.76
0.3777,0.8,0.9,0.78
0.38364,0.8,0.9,0.8
0.38957,0.8,0.9,0.82
0.3955,0.8,0.9,0.84
0.40141,0.8,0.9,0.86
0.40732,0.8,0.9,0.88
0.41321,0.8,0.9,0.9
0.41909,0.8,0.9,0.92
0.42495,0.8,0.9,0.94
0.4308,0.8,0.9,0.96
0.43663,0.8,0.9,0.98
0.44245,0.8,0.9,1
0.21584,0.8,1,0.02
0.21584,0.8,1,0.04
0.21584,0.8,1,0.06
0.21586,0.8,1,0.08
0.21606,0.8,1,0.1
0.21668,0.8,1,0.12
0.21791,0.8,1,0.14
0.2198,0.8,1,0.16
0.22233,0.8,1,0.18
0.22543,0.8,1,0.2
0.22902,0.8,1,0.22
0.23303,0.8,1,0.24
0.2374,0.8,1,0.26
0.24206,0.8,1,0.28
0.24698,0.8,1,0.3
0.25211,0.8,1,0.32
0.25742,0.8,1,0.34
0.26289,0.8,1,0.36
0.26849,0.8,1,0.38
0.27419,0.8,1,0.4
0.28,0.8,1,0.42
0.28588,0.8,1,0.44
0.29183,0.8,1,0.46
0.29784,0.8,1,0.48
0.30391,0.8,1,0.5
0.31001,0.8,1,0.52
0.31615,0.8,1,0.54
0.32232,0.8,1,0.56
0.32851,0.8,1,0.58
0.33473,0.8,1,0.6
0.34096,0.8,1,0.62
0.3472,0.8,1,0.64
0.35345,0.8,1,0.66
0.3597,0.8,1,0.68
0.36596,0.8,1,0.7
0.37221,0.8,1,0.72
0.37847,0.8,1,0.74
0.38472,0.8,1,0.76
0.39096,0.8,1,0.78
0.39719,0.8,1,0.8
0.40341,0.8,1,0.82
0.40962,0.8,1,0.84
0.41582,0.8,1,0.86
0.422,0.8,1,0.88
0.42817,0.8,1,0.9
0.43431,0.8,1,0.92
0.44044,0.8,1,0.94
0.44655,0.8,1,0.96
0.45264,0.8,1,0.98
0.4587,0.8,1,1
0.1018,0.9,0.1,0.02
0.1018,0.9,0.1,0.04
0.1018,0.9,0.1,0.06
0.1018,0.9,0.1,0.08
0.1018,0.9,0.1,0.1
0.10182,0.9,0.1,0.12
0.1019,0.9,0.1,0.14
0.10209,0.9,0.1,0.16
0.10242,0.9,0.1,0.18
0.1029,0.9,0.1,0.2
0.10355,0.9,0.1,0.22
0.10435,0.9,0.1,0.24
0.1053,0.9,0.1,0.26
0.10638,0.9,0.1,0.28
0.10759,0.9,0.1,0.3
0.1089,0.9,0.1,0.32
0.1103,0.9,0.1,0.34
0.11179,0.9,0.1,0.36
0.11336,0.9,0.1,0.38
0.115,0.9,0.1,0.4
0.11669,0.9,0.1,0.42
0.11844,0.9,0.1,0.44
0.12023,0.9,0.1,0.46
0.12207,0.9,0.1,0.48
0.12394,0.9,0.1,0.5
0.12585,0.9,0.1,0.52
0.12779,0.9,0.1,0.54
0.12976,0.9,0.1,0.56
0.13176,0.9,0.1,0.58
0.13377,0.9,0.1,0.6
0.13581,0.9,0.1,0.62
0.13787,0.9,0.1,0.64
0.13994,0.9,0.1,0.66
0.14204,0.9,0.1,0.68
0.14414,0.9,0.1,0.7
0.14626,0.9,0.1,0.72
0.14839,0.9,0.1,0.74
0.15054,0.9,0.1,0.76
0.15269,0.9,0.1,0.78
0.15485,0.9,0.1,0.8
0.15703,0.9,0.1,0.82
0.15921,0.9,0.1,0.84
0.16139,0.9,0.1,0.86
0.16359,0.9,0.1,0.88
0.16579,0.9,0.1,0.9
0.168,0.9,0.1,0.92
0.17021,0.9,0.1,0.94
0.17243,0.9,0.1,0.96
0.17465,0.9,0.1,0.98
0.17688,0.9,0.1,1
0.10359,0.9,0.2,0.02
0.10359,0.9,0.2,0.04
0.10359,0.9,0.2,0.06
0.1036,0.9,0.2,0.08
0.10369,0.9,0.2,0.1
0.10398,0.9,0.2,0.12
0.10456,0.9,0.2,0.14
0.10545,0.9,0.2,0.16
0.10665,0.9,0.2,0.18
0.10812,0.9,0.2,0.2
0.10984,0.9,0.2,0.22
0.11175,0.9,0.2,0.24
0.11384,0.9,0.2,0.26
0.11608,0.9,0.2,0.28
0.11844,0.9,0.2,0.3
0.12091,0.9,0.2,0.32
0.12347,0.9,0.2,0.34
0.12611,0.9,0.2,0.36
0.12881,0.9,0.2,0.38
0.13158,0.9,0.2,0.4
0.13439,0.9,0.2,0.42
0.13725,0.9,0.2,0.44
0.14015,0.9,0.2,0.46
0.14309,0.9,0.2,0.48
0.14605,0.9,0.2,0.5
0.14904,0.9,0.2,0.52
0.15206,0.9,0.2,0.54
0.1551,0.9,0.2,0.56
0.15815,0.9,0.2,0.58
0.16123,0.9,0.2,0.6
0.16431,0.9,0.2,0.62
0.16742,0.9,0.2,0.64
0.17053,0.9,0.2,0.66
0.17366,0.9,0.2,0.68
0.17679,0.9,0.2,0.7
0.17994,0.9,0.2,0.72
0.18309,0.9,0.2,0.74
0.18625,0.9,0.2,0.76
0.18941,0.9,0.2,0.78
0.19258,0.9,0.2,0.8
0.19576,0.9,0.2,0.82
0.19894,0.9,0.2,0.84
0.20212,0.9,0.2,0.86
0.20531,0.9,0.2,0.88
0.2085,0.9,0.2,0.9
0.21169,0.9,0.2,0.92
0.21488,0.9,0.2,0.94
0.21808,0.9,0.2,0.96
0.22127,0.9,0.2,0.98
0.22447,0.9,0.2,1
0.10538,0.9,0.3,0.02
0.10538,0.9,0.3,0.04
0.10539,0.9,0.3,0.06
0.10546,0.9,0.3,0.08
0.10579,0.9,0.3,0.1
0.10654,0.9,0.3,0.12
0.10775,0.9,0.3,0.14
0.1094,0.9,0.3,0.16
0.11141,0.9,0.3,0.18
0.11374,0.9,0.3,0.2
0.11632,0.9,0.3,0.22
0.11911,0.9,0.3,0.24
0.12207,0.9,0.3,0.26
0.12517,0.9,0.3,0.28
0.1284,0.9,0.3,0.3
0.13172,0.9,0.3,0.32
0.13512,0.9,0.3,0.34
0.1386,0.9,0.3,0.36
0.14213,0.9,0.3,0.38
0.14572,0.9,0.3,0.4
0.14935,0.9,0.3,0.42
0.15302,0.9,0.3,0.44
0.15673,0.9,0.3,0.46
0.16046,0.9,0.3,0.48
0.16422,0.9,0.3,0.5
0.168,0.9,0.3,0.52
0.1718,0.9,0.3,0.54
0.17562,0.9,0.3,0.56
0.17945,0.9,0.3,0.58
0.18329,0.9,0.3,0.6
0.18715,0.9,0.3,0.62
0.19101,0.9,0.3,0.64
0.19489,0.9,0.3,0.66
0.19877,0.9,0.3,0.68
0.20266,0.9,0.3,0.7
0.20655,0.9,0.3,0.72
0.21045,0.9,0.3,0.74
0.21435,0.9,0.3,0.76
0.21825,0.9,0.3,0.78
0.22216,0.9,0.3,0.8
0.22607,0.9,0.3,0.82
0.22998,0.9,0.3,0.84
0.23389,0.9,0.3,0.86
0.2378,0.9,0.3,0.88
0.24171,0.9,0.3,0.9
0.24561,0.9,0.3,0.92
0.24952,0.9,0.3,0.94
0.25343,0.9,0.3,0.96
0.25733,0.9,0.3,0.98
0.26123,0.9,0.3,1
0.10717,0.9,0.4,0.02
0.10717,0.9,0.4,0.04
0.10719,0.9,0.4,0.06
0.10738,0.9,0.4,0.08
0.10804,0.9,0.4,0.1
0.1093,0.9,0.4,0.12
0.11114,0.9,0.4,0.14
0.11347,0.9,0.4,0.16
0.1162,0.9,0.4,0.18
0.11924,0.9,0.4,0.2
0.12255,0.9,0.4,0.22
0.12606,0.9,0.4,0.24
0.12973,0.9,0.4,0.26
0.13354,0.9,0.4,0.28
0.13746,0.9,0.4,0.3
0.14148,0.9,0.4,0.32
0.14557,0.9,0.4,0.34
0.14972,0.9,0.4,0.36
0.15394,0.9,0.4,0.38
0.15819,0.9,0.4,0.4
0.16249,0.9,0.4,0.42
0.16682,0.9,0.4,0.44
0.17118,0.9,0.4,0.46
0.17557,0.9,0.4,0.48
0.17997,0.9,0.4,0.5
0.1844,0.9,0.4,0.52
0.18884,0.9,0.4,0.54
0.19329,0.9,0.4,0.56
0.19776,0.9,0.4,0.58
0.20223,0.9,0.4,0.6
0.20671,0.9,0.4,0.62
0.2112,0.9,0.4,0.64
0.2157,0.9,0.4,0.66
0.22019,0.9,0.4,0.68
0.2247,0.9,0.4,0.7
0.2292,0.9,0.4,0.72
0.23371,0.9,0.4,0.74
0.23821,0.9,0.4,0.76
0.24272,0.9,0.4,0.78
0.24722,0.9,0.4,0.8
0.25172,0.9,0.4,0.82
0.25622,0.9,0.4,0.84
0.26072,0.9,0.4,0.86
0.26522,0.9,0.4,0.88
0.26971,0.9,0.4,0.9
0.27419,0.9,0.4,0.92
0.27868,0.9,0.4,0.94
0.28315,0.9,0.4,0.96
0.28763,0.9,0.4,0.98
0.29209,0.9,0.4,1
0.10896,0.9,0.5,0.02
0.10896,0.9,0.5,0.04
0.109,0.9,0.5,0.06
0.10936,0.9,0.5,0.08
0.11039,0.9,0.5,0.1
0.11216,0.9,0.5,0.12
0.11458,0.9,0.5,0.14
0.11752,0.9,0.5,0.16
0.12087,0.9,0.5,0.18
0.12454,0.9,0.5,0.2
0.12846,0.9,0.5,0.22
0.13259,0.9,0.5,0.24
0.13688,0.9,0.5,0.26
0.14129,0.9,0.5,0.28
0.14581,0.9,0.5,0.3
0.15042,0.9,0.5,0.32
0.1551,0.9,0.5,0.34
0.15984,0.9,0.5,0.36
0.16463,0.9,0.5,0.38
0.16947,0.9,0.5,0.4
0.17434,0.9,0.5,0.42
0.17924,0.9,0.5,0.44
0.18416,0.9,0.5,0.46
0.1891,0.9,0.5,0.48
0.19407,0.9,0.5,0.5
0.19905,0.9,0.5,0.52
0.20404,0.9,0.5,0.54
0.20904,0.9,0.5,0.56
0.21405,0.9,0.5,0.58
0.21906,0.9,0.5,0.6
0.22408,0.9,0.5,0.62
0.22911,0.9,0.5,0.64
0.23413,0.9,0.5,0.66
0.23916,0.9,0.5,0.68
0.24419,0.9,0.5,0.7
0.24921,0.9,0.5,0.72
0.25424,0.9,0.5,0.74
0.25926,0.9,0.5,0.76
0.26428,0.9,0.5,0.78
0.26929,0.9,0.5,0.8
0.2743,0.9,0.5,0.82
0.2793,0.9,0.5,0.84
0.2843,0.9,0.5,0.86
0.28929,0.9,0.5,0.88
0.29428,0.9,0.5,0.9
0.29925,0.9,0.5,0.92
0.30422,0.9,0.5,0.94
0.30918,0.9,0.5,0.96
0.31413,0.9,0.5,0.98
0.31907,0.9,0.5,1
0.11074,0.9,0.6,0.02
0.11074,0.9,0.6,0.04
0.11082,0.9,0.6,0.06
0.11139,0.9,0.6,0.08
0.1128,0.9,0.6,0.1
0.11505,0.9,0.6,0.12
0.118,0.9,0.6,0.14
0.12148,0.9,0.6,0.16
0.12539,0.9,0.6,0.18
0.12962,0.9,0.6,0.2
0.13409,0.9,0.6,0.22
0.13876,0.9,0.6,0.24
0.14359,0.9,0.6,0.26
0.14854,0.9,0.6,0.28
0.15359,0.9,0.6,0.3
0.15873,0.9,0.6,0.32
0.16393,0.9,0.6,0.34
0.16919,0.9,0.6,0.36
0.17449,0.9,0.6,0.38
0.17983,0.9,0.6,0.4
0.18521,0.9,0.6,0.42
0.19061,0.9,0.6,0.44
0.19603,0.9,0.6,0.46
0.20148,0.9,0.6,0.48
0.20693,0.9,0.6,0.5
0.2124,0.9,0.6,0.52
0.21788,0.9,0.6,0.54
0.22336,0.9,0.6,0.56
0.22886,0.9,0.6,0.58
0.23435,0.9,0.6,0.6
0.23984,0.9,0.6,0.62
0.24534,0.9,0.6,0.64
0.25084,0.9,0.6,0.66
0.25633,0.9,0.6,0.68
0.26182,0.9,0.6,0.7
0.2673,0.9,0.6,0.72
0.27278,0.9,0.6,0.74
0.27826,0.9,0.6,0.76
0.28373,0.9,0.6,0.78
0.28919,0.9,0.6,0.8
0.29464,0.9,0.6,0.82
0.30008,0.9,0.6,0.84
0.30552,0.9,0.6,0.86
0.31094,0.9,0.6,0.88
0.31635,0.9,0.6,0.9
0.32175,0.9,0.6,0.92
0.32714,0.9,0.6,0.94
0.33252,0.9,0.6,0.96
0.33789,0.9,0.6,0.98
0.34324,0.9,0.6,1
0.11251,0.9,0.7,0.02
0.11251,0.9,0.7,0.04
0.11265,0.9,0.7,0.06
0.11345,0.9,0.7,0.08
0.11524,0.9,0.7,0.1
0.11794,0.9,0.7,0.12
0.12137,0.9,0.7,0.14
0.12536,0.9,0.7,0.16
0.12976,0.9,0.7,0.18
0.13449,0.9,0.7,0.2
0.13946,0.9,0.7,0.22
0.14462,0.9,0.7,0.24
0.14994,0.9,0.7,0.26
0.15537,0.9,0.7,0.28
0.1609,0.9,0.7,0.3
0.16651,0.9,0.7,0.32
0.17218,0.9,0.7,0.34
0.17791,0.9,0.7,0.36
0.18368,0.9,0.7,0.38
0.18948,0.9,0.7,0.4
0.19531,0.9,0.7,0.42
0.20117,0.9,0.7,0.44
0.20704,0.9,0.7,0.46
0.21293,0.9,0.7,0.48
0.21884,0.9,0.7,0.5
0.22475,0.9,0.7,0.52
0.23067,0.9,0.7,0.54
0.23659,0.9,0.7,0.56
0.24251,0.9,0.7,0.58
0.24844,0.9,0.7,0.6
0.25436,0.9,0.7,0.62
0.26028,0.9,0.7,0.64
0.2662,0.9,0.7,0.66
0.27211,0.9,0.7,0.68
0.27801,0.9,0.7,0.7
0.28391,0.9,0.7,0.72
0.2898,0.9,0.7,0.74
0.29568,0.9,0.7,0.76
0.30155,0.9,0.7,0.78
0.3074,0.9,0.7,0.8
0.31325,0.9,0.7,0.82
0.31909,0.9,0.7,0.84
0.32491,0.9,0.7,0.86
0.33071,0.9,0.7,0.88
0.33651,0.9,0.7,0.9
0.34228,0.9,0.7,0.92
0.34805,0.9,0.7,0.94
0.35379,0.9,0.7,0.96
0.35952,0.9,0.7,0.98
0.36523,0.9,0.7,1
0.11429,0.9,0.8,0.02
0.11429,0.9,0.8,0.04
0.11449,0.9,0.8,0.06
0.11553,0.9,0.8,0.08
0.11767,0.9,0.8,0.1
0.1208,0.9,0.8,0.12
0.12468,0.9,0.8,0.14
0.12913,0.9,0.8,0.16
0.13399,0.9,0.8,0.18
0.13918,0.9,0.8,0.2
0.1446,0.9,0.8,0.22
0.15021,0.9,0.8,0.24
0.15597,0.9,0.8,0.26
0.16185,0.9,0.8,0.28
0.16782,0.9,0.8,0.3
0.17386,0.9,0.8,0.32
0.17996,0.9,0.8,0.34
0.18612,0.9,0.8,0.36
0.19231,0.9,0.8,0.38
0.19854,0.9,0.8,0.4
0.20479,0.9,0.8,0.42
0.21106,0.9,0.8,0.44
0.21735,0.9,0.8,0.46
0.22365,0.9,0.8,0.48
0.22996,0.9,0.8,0.5
0.23628,0.9,0.8,0.52
0.2426,0.9,0.8,0.54
0.24892,0.9,0.8,0.56
0.25524,0.9,0.8,0.58
0.26156,0.9,0.8,0.6
0.26787,0.9,0.8,0.62
0.27418,0.9,0.8,0.64
0.28048,0.9,0.8,0.66
0.28677,0.9,0.8,0.68
0.29305,0.9,0.8,0.7
0.29932,0.9,0.8,0.72
0.30558,0.9,0.8,0.74
0.31182,0.9,0.8,0.76
0.31806,0.9,0.8,0.78
0.32427,0.9,0.8,0.8
0.33048,0.9,0.8,0.82
0.33666,0.9,0.8,0.84
0.34283,0.9,0.8,0.86
0.34898,0.9,0.8,0.88
0.35512,0.9,0.8,0.9
0.36123,0.9,0.8,0.92
0.36732,0.9,0.8,0.94
0.3734,0.9,0.8,0.96
0.37945,0.9,0.8,0.98
0.38549,0.9,0.8,1
0.11606,0.9,0.9,0.02
0.11606,0.9,0.9,0.04
0.11634,0.9,0.9,0.06
0.11762,0.9,0.9,0.08
0.12011,0.9,0.9,0.1
0.12363,0.9,0.9,0.12
0.12793,0.9,0.9,0.14
0.1328,0.9,0.9,0.16
0.13809,0.9,0.9,0.18
0.1437,0.9,0.9,0.2
0.14954,0.9,0.9,0.22
0.15557,0.9,0.9,0.24
0.16174,0.9,0.9,0.26
0.16802,0.9,0.9,0.28
0.1744,0.9,0.9,0.3
0.18084,0.9,0.9,0.32
0.18735,0.9,0.9,0.34
0.1939,0.9,0.9,0.36
0.20049,0.9,0.9,0.38
0.2071,0.9,0.9,0.4
0.21374,0.9,0.9,0.42
0.2204,0.9,0.9,0.44
0.22708,0.9,0.9,0.46
0.23376,0.9,0.9,0.48
0.24044,0.9,0.9,0.5
0.24713,0.9,0.9,0.52
0.25382,0.9,0.9,0.54
0.26051,0.9,0.9,0.56
0.2672,0.9,0.9,0.58
0.27388,0.9,0.9,0.6
0.28055,0.9,0.9,0.62
0.28721,0.9,0.9,0.64
0.29386,0.9,0.9,0.66
0.3005,0.9,0.9,0.68
0.30713,0.9,0.9,0.7
0.31374,0.9,0.9,0.72
0.32034,0.9,0.9,0.74
0.32692,0.9,0.9,0.76
0.33348,0.9,0.9,0.78
0.34003,0.9,0.9,0.8
0.34655,0.9,0.9,0.82
0.35306,0.9,0.9,0.84
0.35954,0.9,0.9,0.86
0.36601,0.9,0.9,0.88
0.37245,0.9,0.9,0.9
0.37886,0.9,0.9,0.92
0.38526,0.9,0.9,0.94
0.39163,0.9,0.9,0.96
0.39797,0.9,0.9,0.98
0.40429,0.9,0.9,1
0.11782,0.9,1,0.02
0.11783,0.9,1,0.04
0.1182,0.9,1,0.06
0.11971,0.9,1,0.08
0.12253,0.9,1,0.1
0.12643,0.9,1,0.12
0.13112,0.9,1,0.14
0.13638,0.9,1,0.16
0.14207,0.9,1,0.18
0.14807,0.9,1,0.2
0.1543,0.9,1,0.22
0.16071,0.9,1,0.24
0.16727,0.9,1,0.26
0.17394,0.9,1,0.28
0.18069,0.9,1,0.3
0.18751,0.9,1,0.32
0.19439,0.9,1,0.34
0.20131,0.9,1,0.36
0.20827,0.9,1,0.38
0.21525,0.9,1,0.4
0.22225,0.9,1,0.42
0.22927,0.9,1,0.44
0.2363,0.9,1,0.46
0.24333,0.9,1,0.48
0.25037,0.9,1,0.5
0.25741,0.9,1,0.52
0.26445,0.9,1,0.54
0.27148,0.9,1,0.56
0.2785,0.9,1,0.58
0.28552,0.9,1,0.6
0.29252,0.9,1,0.62
0.29951,0.9,1,0.64
0.30649,0.9,1,0.66
0.31345,0.9,1,0.68
0.3204,0.9,1,0.7
0.32732,0.9,1,0.72
0.33423,0.9,1,0.74
0.34112,0.9,1,0.76
0.34799,0.9,1,0.78
0.35483,0.9,1,0.8
0.36166,0.9,1,0.82
0.36845,0.9,1,0.84
0.37523,0.9,1,0.86
0.38197,0.9,1,0.88
0.38869,0.9,1,0.9
0.39539,0.9,1,0.92
0.40205,0.9,1,0.94
0.40869,0.9,1,0.96
0.4153,0.9,1,0.98
0.42187,0.9,1,1
0.00364,1,0.1,0.02
0.0061,1,0.1,0.04
0.0086,1,0.1,0.06
0.01111,1,0.1,0.08
0.01363,1,0.1,0.1
